	Photo Date	Lat	Lon	Geographic Name	Features Identified Manually	Focal Length (mm)	Features Identified by Machine Learning	Record Type
ISS061-E-35267	20191108	32.9	-11.9			50	PAN-	Not Cataloged
ISS061-E-35268	20191108	32.9	-11.9			50	PAN-	Not Cataloged
ISS061-E-35269	20191108	32.9	-11.8			50	PAN-	Not Cataloged
ISS061-E-35270	20191108	32.9	-11.8			50	PAN-	Not Cataloged
ISS061-E-35271	20191108	33.0	-11.8			50	PAN-	Not Cataloged
ISS061-E-35272	20191108	33.0	-11.8			50	PAN-	Not Cataloged
ISS061-E-35273	20191108	33.0	-11.7			50	PAN-	Not Cataloged
ISS061-E-35274	20191108	33.0	-11.7			50	PAN-	Not Cataloged
ISS061-E-35275	20191108	33.1	-11.7			50	PAN-	Not Cataloged
ISS061-E-35276	20191108	33.1	-11.7			50	PAN-	Not Cataloged
ISS061-E-35277	20191108	33.1	-11.6			50	PAN-	Not Cataloged
ISS061-E-35278	20191108	33.1	-11.6			50	PAN-	Not Cataloged
ISS061-E-35279	20191108	33.1	-11.6			50	PAN-	Not Cataloged
ISS061-E-35280	20191108	33.1	-11.6			50	LIGHTNING, PAN-	Cataloged By Machine Learning
ISS061-E-35281	20191108	33.2	-11.5			50	PAN-	Not Cataloged
ISS061-E-35282	20191108	33.2	-11.5			50	PAN-	Not Cataloged
ISS061-E-35283	20191108	33.2	-11.5			50	PAN-	Not Cataloged
ISS061-E-35284	20191108	33.2	-11.5			50	PAN-	Not Cataloged
ISS061-E-35285	20191108	33.3	-11.4			50	PAN-	Not Cataloged
ISS061-E-35286	20191108	33.3	-11.4			50	PAN-	Not Cataloged
ISS061-E-35287	20191108	33.3	-11.4			50	PAN-	Not Cataloged
ISS061-E-35288	20191108	33.3	-11.4			50	PAN-	Not Cataloged
ISS061-E-35289	20191108	33.4	-11.3			50		Not Cataloged
ISS061-E-35290	20191108	33.4	-11.3			50	PAN-	Not Cataloged
ISS061-E-35291	20191108	33.4	-11.3			50	PAN-	Not Cataloged
ISS061-E-35292	20191108	33.4	-11.3			50	PAN-	Not Cataloged
ISS061-E-35293	20191108	33.5	-11.2			50	PAN-	Not Cataloged
ISS061-E-35294	20191108	33.5	-11.2			50	PAN-	Not Cataloged
ISS061-E-35295	20191108	33.5	-11.1			50	PAN-	Not Cataloged
ISS061-E-35296	20191108	33.5	-11.1			50	PAN-	Not Cataloged
ISS061-E-35297	20191108	33.5	-11.1			50	PAN-	Not Cataloged
ISS061-E-35298	20191108	33.5	-11.1			50	PAN-	Not Cataloged
ISS061-E-35299	20191108	33.6	-11.0			50	PAN-	Not Cataloged
ISS061-E-35300	20191108	33.6	-11.0			50	PAN-	Not Cataloged
ISS061-E-35301	20191108	33.6	-11.0			50	PAN-	Not Cataloged
ISS061-E-35302	20191108	33.6	-11.0			50	PAN-	Not Cataloged
ISS061-E-35303	20191108	33.7	-10.9			50	PAN-	Not Cataloged
ISS061-E-35304	20191108	33.7	-10.9			50	PAN-	Not Cataloged
ISS061-E-35305	20191108	33.7	-10.9			50	PAN-	Not Cataloged
ISS061-E-35306	20191108	33.7	-10.9			50	PAN-	Not Cataloged
ISS061-E-35307	20191108	33.8	-10.8			50	PAN-	Not Cataloged
ISS061-E-35308	20191108	33.8	-10.8			50	PAN-	Not Cataloged
ISS061-E-35309	20191108	33.8	-10.8			50	PAN-	Not Cataloged
ISS061-E-35310	20191108	33.8	-10.8			50	LIGHTNING, PAN-	Cataloged By Machine Learning
ISS061-E-35311	20191108	33.8	-10.7			50	PAN-	Not Cataloged
ISS061-E-35312	20191108	33.8	-10.7			50	PAN-	Not Cataloged
ISS061-E-35313	20191108	33.9	-10.7			50	LIGHTNING, PAN-	Cataloged By Machine Learning
ISS061-E-35314	20191108	33.9	-10.7			50	PAN-	Not Cataloged
ISS061-E-35315	20191108	33.9	-10.6			50	PAN-	Not Cataloged
ISS061-E-35316	20191108	33.9	-10.6			50	PAN-	Not Cataloged
ISS061-E-35317	20191108	34.0	-10.6			50	PAN-	Not Cataloged
ISS061-E-35318	20191108	34.0	-10.6			50	PAN-	Not Cataloged
ISS061-E-35319	20191108	34.0	-10.5			50	PAN-	Not Cataloged
ISS061-E-35320	20191108	34.0	-10.5			50	PAN-	Not Cataloged
ISS061-E-35321	20191108	34.1	-10.4			50	PAN-	Not Cataloged
ISS061-E-35322	20191108	34.1	-10.4			50	PAN-	Not Cataloged
ISS061-E-35323	20191108	34.1	-10.4			50	PAN-	Not Cataloged
ISS061-E-35324	20191108	34.1	-10.4			50	PAN-	Not Cataloged
ISS061-E-35325	20191108	34.1	-10.3			50	PAN-	Not Cataloged
ISS061-E-35326	20191108	34.1	-10.3			50	PAN-	Not Cataloged
ISS061-E-35327	20191108	34.2	-10.3			50	PAN-	Not Cataloged
ISS061-E-35328	20191108	34.2	-10.3			50	PAN-	Not Cataloged
ISS061-E-35329	20191108	34.2	-10.2			50	PAN-	Not Cataloged
ISS061-E-35330	20191108	34.2	-10.2			50	PAN-	Not Cataloged
ISS061-E-35331	20191108	34.3	-10.2			50	PAN-	Not Cataloged
ISS061-E-35332	20191108	34.3	-10.2			50	PAN-	Not Cataloged
ISS061-E-35333	20191108	34.3	-10.1			50	PAN-	Not Cataloged
ISS061-E-35334	20191108	34.3	-10.1			50	PAN-	Not Cataloged
ISS061-E-35335	20191108	34.4	-10.1			50	PAN-	Not Cataloged
ISS061-E-35336	20191108	34.4	-10.1			50	PAN-	Not Cataloged
ISS061-E-35337	20191108	34.4	-10.0			50	PAN-	Not Cataloged
ISS061-E-35338	20191108	34.4	-10.0			50	PAN-	Not Cataloged
ISS061-E-35339	20191108	34.4	-10.0			50	PAN-	Not Cataloged
ISS061-E-35340	20191108	34.4	-10.0			50	PAN-	Not Cataloged
ISS061-E-35341	20191108	34.5	-9.9			50	PAN-	Not Cataloged
ISS061-E-35342	20191108	34.5	-9.9			50	PAN-	Not Cataloged
ISS061-E-35343	20191108	34.5	-9.9			50	PAN-	Not Cataloged
ISS061-E-35344	20191108	34.5	-9.9			50	PAN-	Not Cataloged
ISS061-E-35345	20191108	34.6	-9.8			50	PAN-	Not Cataloged
ISS061-E-35346	20191108	34.6	-9.8			50	PAN-	Not Cataloged
ISS061-E-35347	20191108	34.6	-9.7			50	PAN-	Not Cataloged
ISS061-E-35348	20191108	34.6	-9.7			50	PAN-	Not Cataloged
ISS061-E-35349	20191108	34.7	-9.7			50	PAN-	Not Cataloged
ISS061-E-35350	20191108	34.7	-9.7			50	PAN-	Not Cataloged
ISS061-E-35351	20191108	34.7	-9.6			50	PAN-	Not Cataloged
ISS061-E-35352	20191108	34.7	-9.6			50	PAN-	Not Cataloged
ISS061-E-35353	20191108	34.7	-9.6			50	PAN-	Not Cataloged
ISS061-E-35354	20191108	34.7	-9.6			50	PAN-	Not Cataloged
ISS061-E-35355	20191108	34.8	-9.5			50	PAN-	Not Cataloged
ISS061-E-35356	20191108	34.8	-9.5			50	PAN-	Not Cataloged
ISS061-E-35357	20191108	34.8	-9.5			50	PAN-	Not Cataloged
ISS061-E-35358	20191108	34.8	-9.5			50	PAN-	Not Cataloged
ISS061-E-35359	20191108	34.9	-9.4			50	PAN-	Not Cataloged
ISS061-E-35360	20191108	34.9	-9.4			50	PAN-	Not Cataloged
ISS061-E-35361	20191108	34.9	-9.4			50	PAN-	Not Cataloged
ISS061-E-35362	20191108	34.9	-9.4			50	PAN-	Not Cataloged
ISS061-E-35363	20191108	35.0	-9.3			50	PAN-	Not Cataloged
ISS061-E-35364	20191108	35.0	-9.3			50	PAN-	Not Cataloged
ISS061-E-35365	20191108	35.0	-9.2			50	PAN-	Not Cataloged
ISS061-E-35366	20191108	35.0	-9.2			50	PAN-	Not Cataloged
ISS061-E-35367	20191108	35.0	-9.2			50	PAN-	Not Cataloged
ISS061-E-35368	20191108	35.0	-9.2			50	PAN-	Not Cataloged
ISS061-E-35369	20191108	35.1	-9.1			50	PAN-	Not Cataloged
ISS061-E-35370	20191108	35.1	-9.1			50	PAN-	Not Cataloged
ISS061-E-35371	20191108	35.1	-9.1			50	PAN-	Not Cataloged
ISS061-E-35372	20191108	35.1	-9.1			50	PAN-	Not Cataloged
ISS061-E-35373	20191108	35.2	-9.0			50	PAN-	Not Cataloged
ISS061-E-35374	20191108	35.2	-9.0			50	PAN-	Not Cataloged
ISS061-E-35375	20191108	35.2	-9.0			50	PAN-	Not Cataloged
ISS061-E-35376	20191108	35.2	-9.0			50	PAN-	Not Cataloged
ISS061-E-35377	20191108	35.3	-8.9			50	PAN-	Not Cataloged
ISS061-E-35378	20191108	35.3	-8.9			50	LIGHTNING, PAN-	Cataloged By Machine Learning
ISS061-E-35379	20191108	35.3	-8.9			50	PAN-	Not Cataloged
ISS061-E-35380	20191108	35.3	-8.9			50	PAN-	Not Cataloged
ISS061-E-35381	20191108	35.3	-8.8			50	PAN-	Not Cataloged
ISS061-E-35382	20191108	35.3	-8.8			50	PAN-	Not Cataloged
ISS061-E-35383	20191108	35.4	-8.7			50	PAN-	Not Cataloged
ISS061-E-35384	20191108	35.4	-8.7			50	PAN-	Not Cataloged
ISS061-E-35385	20191108	35.4	-8.7			50	PAN-	Not Cataloged
ISS061-E-35386	20191108	35.4	-8.7			50		Not Cataloged
ISS061-E-35387	20191108	35.5	-8.6			50	PAN-	Not Cataloged
ISS061-E-35388	20191108	35.5	-8.6			50	PAN-	Not Cataloged
ISS061-E-35389	20191108	35.5	-8.6			50	PAN-	Not Cataloged
ISS061-E-35390	20191108	35.5	-8.6			50	PAN-	Not Cataloged
ISS061-E-35391	20191108	35.5	-8.5			50	PAN-	Not Cataloged
ISS061-E-35392	20191108	35.5	-8.5			50	PAN-	Not Cataloged
ISS061-E-35393	20191108	35.6	-8.5			50	PAN-	Not Cataloged
ISS061-E-35394	20191108	35.6	-8.5			50	PAN-	Not Cataloged
ISS061-E-35395	20191108	35.6	-8.4			50	PAN-	Not Cataloged
ISS061-E-35396	20191108	35.6	-8.4			50	PAN-	Not Cataloged
ISS061-E-35397	20191108	35.7	-8.4			50	PAN-	Not Cataloged
ISS061-E-35398	20191108	35.7	-8.4			50	PAN-	Not Cataloged
ISS061-E-35399	20191108	35.7	-8.3			50	PAN-	Not Cataloged
ISS061-E-35400	20191108	35.7	-8.3			50	PAN-	Not Cataloged
ISS061-E-35401	20191108	35.8	-8.2			50	PAN-	Not Cataloged
ISS061-E-35402	20191108	35.8	-8.2			50	PAN-	Not Cataloged
ISS061-E-35403	20191108	35.8	-8.2			50	PAN-	Not Cataloged
ISS061-E-35404	20191108	35.8	-8.2			50	PAN-	Not Cataloged
ISS061-E-35405	20191108	35.8	-8.1			50	PAN-	Not Cataloged
ISS061-E-35406	20191108	35.8	-8.1			50	PAN-	Not Cataloged
ISS061-E-35407	20191108	35.9	-8.1			50	PAN-	Not Cataloged
ISS061-E-35408	20191108	35.9	-8.1			50	PAN-	Not Cataloged
ISS061-E-35409	20191108	35.9	-8.0			50	PAN-	Not Cataloged
ISS061-E-35410	20191108	35.9	-8.0			50	PAN-	Not Cataloged
ISS061-E-35411	20191108	36.0	-8.0			50	PAN-	Not Cataloged
ISS061-E-35412	20191108	36.0	-8.0			50	PAN-	Not Cataloged
ISS061-E-35413	20191108	36.0	-7.9			50	PAN-	Not Cataloged
ISS061-E-35414	20191108	36.0	-7.9			50	PAN-	Not Cataloged
ISS061-E-35415	20191108	36.0	-7.8			50	PAN-	Not Cataloged
ISS061-E-35416	20191108	36.0	-7.8			50	PAN-	Not Cataloged
ISS061-E-35417	20191108	36.1	-7.8			50	PAN-	Not Cataloged
ISS061-E-35418	20191108	36.1	-7.8			50	PAN-	Not Cataloged
ISS061-E-35419	20191108	36.1	-7.7			50	PAN-	Not Cataloged
ISS061-E-35420	20191108	36.1	-7.7			50	PAN-	Not Cataloged
ISS061-E-35421	20191108	36.2	-7.7			50	PAN-	Not Cataloged
ISS061-E-35422	20191108	36.2	-7.7			50	PAN-	Not Cataloged
ISS061-E-35423	20191108	36.2	-7.6			50	PAN-	Not Cataloged
ISS061-E-35424	20191108	36.2	-7.6			50	PAN-	Not Cataloged
ISS061-E-35425	20191108	36.3	-7.6			50	PAN-	Not Cataloged
ISS061-E-35426	20191108	36.3	-7.6			50	PAN-	Not Cataloged
ISS061-E-35427	20191108	36.3	-7.5			50	PAN-	Not Cataloged
ISS061-E-35428	20191108	36.3	-7.5			50	PAN-	Not Cataloged
ISS061-E-35429	20191108	36.3	-7.4			50	PAN-	Not Cataloged
ISS061-E-35430	20191108	36.3	-7.4			50	PAN-	Not Cataloged
ISS061-E-35431	20191108	36.4	-7.4			50	LIGHTNING, PAN-	Cataloged By Machine Learning
ISS061-E-35432	20191108	36.4	-7.4			50	PAN-	Not Cataloged
ISS061-E-35433	20191108	36.4	-7.3			50	PAN-	Not Cataloged
ISS061-E-35434	20191108	36.4	-7.3			50	PAN-	Not Cataloged
ISS061-E-35435	20191108	36.5	-7.3			50	PAN-	Not Cataloged
ISS061-E-35437	20191108	36.5	-7.2			50	PAN-	Not Cataloged
ISS061-E-35438	20191108	36.5	-7.2			50	PAN-	Not Cataloged
ISS061-E-35439	20191108	36.5	-7.2			50	PAN-	Not Cataloged
ISS061-E-35440	20191108	36.5	-7.2			50	PAN-	Not Cataloged
ISS061-E-35441	20191108	36.6	-7.1			50	PAN-	Not Cataloged
ISS061-E-35442	20191108	36.6	-7.1			50	PAN-	Not Cataloged
ISS061-E-35443	20191108	36.6	-7.0			50	PAN-	Not Cataloged
ISS061-E-35444	20191108	36.6	-7.0			50	PAN-	Not Cataloged
ISS061-E-35445	20191108	36.7	-7.0			50	PAN-	Not Cataloged
ISS061-E-35446	20191108	36.7	-7.0			50	PAN-	Not Cataloged
ISS061-E-35447	20191108	36.7	-6.9			50	PAN-	Not Cataloged
ISS061-E-35448	20191108	36.7	-6.9			50	PAN-	Not Cataloged
ISS061-E-35449	20191108	36.7	-6.9			50	PAN-	Not Cataloged
ISS061-E-35450	20191108	36.7	-6.9			50	PAN-	Not Cataloged
ISS061-E-35451	20191108	36.8	-6.8			50	PAN-	Not Cataloged
ISS061-E-35452	20191108	36.8	-6.8			50	PAN-	Not Cataloged
ISS061-E-35453	20191108	36.8	-6.8			50	PAN-	Not Cataloged
ISS061-E-35454	20191108	36.8	-6.8			50	PAN-	Not Cataloged
ISS061-E-35455	20191108	36.9	-6.7			50	PAN-	Not Cataloged
ISS061-E-35456	20191108	36.9	-6.7			50	PAN-	Not Cataloged
ISS061-E-35457	20191108	36.9	-6.6			50	PAN-	Not Cataloged
ISS061-E-35458	20191108	36.9	-6.6			50	PAN-	Not Cataloged
ISS061-E-35459	20191108	37.0	-6.6			50	PAN-	Not Cataloged
ISS061-E-35460	20191108	37.0	-6.6			50	PAN-	Not Cataloged
ISS061-E-35461	20191108	37.0	-6.5			50	PAN-	Not Cataloged
ISS061-E-35462	20191108	37.0	-6.5			50	PAN-	Not Cataloged
ISS061-E-35463	20191108	37.0	-6.5			50	PAN-	Not Cataloged
ISS061-E-35464	20191108	37.0	-6.5			50	PAN-	Not Cataloged
ISS061-E-35465	20191108	37.1	-6.4			50	PAN-	Not Cataloged
ISS061-E-35466	20191108	37.1	-6.4			50	PAN-	Not Cataloged
ISS061-E-35467	20191108	37.1	-6.3			50	PAN-	Not Cataloged
ISS061-E-35468	20191108	37.1	-6.3			50	PAN-	Not Cataloged
ISS061-E-35469	20191108	37.2	-6.3			50	PAN-	Not Cataloged
ISS061-E-35470	20191108	37.2	-6.3			50	PAN-	Not Cataloged
ISS061-E-35471	20191108	37.2	-6.2			50	PAN-	Not Cataloged
ISS061-E-35472	20191108	37.2	-6.2			50	PAN-	Not Cataloged
ISS061-E-35473	20191108	37.2	-6.2			50	PAN-	Not Cataloged
ISS061-E-35474	20191108	37.2	-6.2			50	PAN-	Not Cataloged
ISS061-E-35475	20191108	37.3	-6.1			50	PAN-	Not Cataloged
ISS061-E-35476	20191108	37.3	-6.1			50	PAN-	Not Cataloged
ISS061-E-35477	20191108	37.3	-6.0			50	PAN-	Not Cataloged
ISS061-E-35478	20191108	37.3	-6.0			50	PAN-	Not Cataloged
ISS061-E-35479	20191108	37.4	-6.0			50	PAN-	Not Cataloged
ISS061-E-35480	20191108	37.4	-6.0			50	PAN-	Not Cataloged
ISS061-E-35481	20191108	37.4	-5.9			50	PAN-	Not Cataloged
ISS061-E-35482	20191108	37.4	-5.9			50	PAN-	Not Cataloged
ISS061-E-35483	20191108	37.4	-5.9			50	PAN-	Not Cataloged
ISS061-E-35484	20191108	37.4	-5.9			50	PAN-	Not Cataloged
ISS061-E-35485	20191108	37.5	-5.8			50	PAN-	Not Cataloged
ISS061-E-35486	20191108	37.5	-5.8			50	PAN-	Not Cataloged
ISS061-E-35487	20191108	37.5	-5.8			50	PAN-	Not Cataloged
ISS061-E-35488	20191108	37.5	-5.8			50	PAN-	Not Cataloged
ISS061-E-35489	20191108	37.6	-5.7			50	PAN-	Not Cataloged
ISS061-E-35490	20191108	37.6	-5.7			50	PAN-	Not Cataloged
ISS061-E-35491	20191108	37.6	-5.6			50	PAN-	Not Cataloged
ISS061-E-35492	20191108	37.6	-5.6			50	PAN-	Not Cataloged
ISS061-E-35493	20191108	37.6	-5.6			50	PAN-	Not Cataloged
ISS061-E-35494	20191108	37.6	-5.6			50	PAN-	Not Cataloged
ISS061-E-35495	20191108	37.7	-5.5			50	PAN-	Not Cataloged
ISS061-E-35496	20191108	37.7	-5.5			50	PAN-	Not Cataloged
ISS061-E-35497	20191108	37.7	-5.5			50	PAN-	Not Cataloged
ISS061-E-35498	20191108	37.7	-5.5			50	PAN-	Not Cataloged
ISS061-E-35499	20191108	37.8	-5.4			50	PAN-	Not Cataloged
ISS061-E-35500	20191108	37.8	-5.4			50	PAN-	Not Cataloged
ISS061-E-35501	20191108	37.8	-5.3			50	PAN-	Not Cataloged
ISS061-E-35502	20191108	37.8	-5.3			50	PAN-	Not Cataloged
ISS061-E-35503	20191108	37.8	-5.3			50	PAN-	Not Cataloged
ISS061-E-35504	20191108	37.8	-5.3			50	PAN-	Not Cataloged
ISS061-E-35505	20191108	37.9	-5.2			50	PAN-	Not Cataloged
ISS061-E-35506	20191108	37.9	-5.2			50	PAN-	Not Cataloged
ISS061-E-35507	20191108	37.9	-5.2			50	PAN-	Not Cataloged
ISS061-E-35508	20191108	37.9	-5.2			50	PAN-	Not Cataloged
ISS061-E-35509	20191108	38.0	-5.1			50	PAN-	Not Cataloged
ISS061-E-35510	20191108	38.0	-5.1			50	PAN-	Not Cataloged
ISS061-E-35511	20191108	38.0	-5.0			50	PAN-	Not Cataloged
ISS061-E-35512	20191108	38.0	-5.0			50	PAN-	Not Cataloged
ISS061-E-35513	20191108	38.0	-5.0			50	PAN-	Not Cataloged
ISS061-E-35514	20191108	38.0	-5.0			50	PAN-	Not Cataloged
ISS061-E-35515	20191108	38.1	-4.9			50	PAN-	Not Cataloged
ISS061-E-35516	20191108	38.1	-4.9			50	PAN-	Not Cataloged
ISS061-E-35517	20191108	38.1	-4.9			50	PAN-	Not Cataloged
ISS061-E-35518	20191108	38.1	-4.9			50	PAN-	Not Cataloged
ISS061-E-35519	20191108	38.2	-4.8			50	PAN-	Not Cataloged
ISS061-E-35520	20191108	38.2	-4.8			50	PAN-	Not Cataloged
ISS061-E-35521	20191108	38.2	-4.7			50	PAN-	Not Cataloged
ISS061-E-35522	20191108	38.2	-4.7			50	PAN-	Not Cataloged
ISS061-E-35523	20191108	38.2	-4.7			50	PAN-	Not Cataloged
ISS061-E-35524	20191108	38.2	-4.7			50	PAN-	Not Cataloged
ISS061-E-35525	20191108	38.3	-4.6			50	PAN-	Not Cataloged
ISS061-E-35526	20191108	38.3	-4.6			50	PAN-	Not Cataloged
ISS061-E-35527	20191108	38.3	-4.6			50	PAN-	Not Cataloged
ISS061-E-35528	20191108	38.3	-4.6			50	PAN-	Not Cataloged
ISS061-E-35529	20191108	38.4	-4.5			50	PAN-	Not Cataloged
ISS061-E-35530	20191108	38.4	-4.5			50	PAN-	Not Cataloged
ISS061-E-35531	20191108	38.4	-4.4			50	PAN-	Not Cataloged
ISS061-E-35532	20191108	38.4	-4.4			50	PAN-	Not Cataloged
ISS061-E-35533	20191108	38.4	-4.4			50	PAN-	Not Cataloged
ISS061-E-35534	20191108	38.4	-4.4			50	PAN-	Not Cataloged
ISS061-E-35535	20191108	38.5	-4.3			50	PAN-	Not Cataloged
ISS061-E-35536	20191108	38.5	-4.3			50	PAN-	Not Cataloged
ISS061-E-35537	20191108	38.5	-4.3			50	PAN-	Not Cataloged
ISS061-E-35538	20191108	38.5	-4.3			50	PAN-	Not Cataloged
ISS061-E-35540	20191108	38.6	-4.2			50	PAN-	Not Cataloged
ISS061-E-35541	20191108	38.6	-4.1			50	PAN-	Not Cataloged
ISS061-E-35542	20191108	38.6	-4.1			50	PAN-	Not Cataloged
ISS061-E-35543	20191108	38.6	-4.1			50	PAN-	Not Cataloged
ISS061-E-35544	20191108	38.6	-4.1			50	PAN-	Not Cataloged
ISS061-E-35545	20191108	38.7	-4.0			50	PAN-	Not Cataloged
ISS061-E-35546	20191108	38.7	-4.0			50	PAN-	Not Cataloged
ISS061-E-35547	20191108	38.7	-3.9			50	PAN-	Not Cataloged
ISS061-E-35548	20191108	38.7	-3.9			50	PAN-	Not Cataloged
ISS061-E-35549	20191108	38.8	-3.9			50	PAN-	Not Cataloged
ISS061-E-35550	20191108	38.8	-3.9			50	PAN-	Not Cataloged
ISS061-E-35551	20191108	38.8	-3.8			50	PAN-	Not Cataloged
ISS061-E-35552	20191108	38.8	-3.8			50	PAN-	Not Cataloged
ISS061-E-35553	20191108	38.8	-3.8			50	PAN-	Not Cataloged
ISS061-E-35554	20191108	38.8	-3.8			50	PAN-	Not Cataloged
ISS061-E-35555	20191108	38.9	-3.7			50	PAN-	Not Cataloged
ISS061-E-35556	20191108	38.9	-3.7			50	PAN-	Not Cataloged
ISS061-E-35557	20191108	38.9	-3.6			50	PAN-	Not Cataloged
ISS061-E-35558	20191108	38.9	-3.6			50	PAN-	Not Cataloged
ISS061-E-35559	20191108	39.0	-3.6			50	PAN-	Not Cataloged
ISS061-E-35560	20191108	39.0	-3.6			50	PAN-	Not Cataloged
ISS061-E-35561	20191108	39.0	-3.5			50	PAN-	Not Cataloged
ISS061-E-35562	20191108	39.0	-3.5			50	PAN-	Not Cataloged
ISS061-E-35563	20191108	39.0	-3.5			50	PAN-	Not Cataloged
ISS061-E-35564	20191108	39.0	-3.5			50	PAN-	Not Cataloged
ISS061-E-35565	20191108	39.1	-3.4			50	PAN-	Not Cataloged
ISS061-E-35566	20191108	39.1	-3.4			50	PAN-	Not Cataloged
ISS061-E-35567	20191108	39.1	-3.3			50	PAN-	Not Cataloged
ISS061-E-35568	20191108	39.1	-3.3			50	PAN-	Not Cataloged
ISS061-E-35569	20191108	39.2	-3.3			50	PAN-	Not Cataloged
ISS061-E-35570	20191108	39.2	-3.3			50	PAN-	Not Cataloged
ISS061-E-35571	20191108	39.2	-3.2			50	PAN-	Not Cataloged
ISS061-E-35572	20191108	39.2	-3.2			50	PAN-	Not Cataloged
ISS061-E-35573	20191108	39.2	-3.1			50	PAN-	Not Cataloged
ISS061-E-35574	20191108	39.2	-3.1			50	PAN-	Not Cataloged
ISS061-E-35575	20191108	39.3	-3.1			50	PAN-	Not Cataloged
ISS061-E-35576	20191108	39.3	-3.1			50	PAN-	Not Cataloged
ISS061-E-35577	20191108	39.3	-3.0			50	PAN-	Not Cataloged
ISS061-E-35578	20191108	39.3	-3.0			50	PAN-	Not Cataloged
ISS061-E-35579	20191108	39.3	-3.0			50	PAN-	Not Cataloged
ISS061-E-35580	20191108	39.3	-3.0			50	PAN-	Not Cataloged
ISS061-E-35581	20191108	39.4	-2.9			50	PAN-	Not Cataloged
ISS061-E-35582	20191108	39.4	-2.9			50	PAN-	Not Cataloged
ISS061-E-35583	20191108	39.4	-2.8			50	PAN-	Not Cataloged
ISS061-E-35584	20191108	39.4	-2.8			50	PAN-	Not Cataloged
ISS061-E-35585	20191108	39.5	-2.8			50	PAN-	Not Cataloged
ISS061-E-35586	20191108	39.5	-2.8			50	PAN-	Not Cataloged
ISS061-E-35587	20191108	39.5	-2.7			50	PAN-	Not Cataloged
ISS061-E-35588	20191108	39.5	-2.7			50	PAN-	Not Cataloged
ISS061-E-35589	20191108	39.5	-2.6			50	PAN-	Not Cataloged
ISS061-E-35590	20191108	39.5	-2.6			50	PAN-	Not Cataloged
ISS061-E-35591	20191108	39.6	-2.6			50	PAN-	Not Cataloged
ISS061-E-35592	20191108	39.6	-2.6			50	PAN-	Not Cataloged
ISS061-E-35593	20191108	39.6	-2.5			50	PAN-	Not Cataloged
ISS061-E-35594	20191108	39.6	-2.5			50	PAN-	Not Cataloged
ISS061-E-35595	20191108	39.7	-2.5			50	PAN-	Not Cataloged
ISS061-E-35596	20191108	39.7	-2.5			50	PAN-	Not Cataloged
ISS061-E-35597	20191108	39.7	-2.4			50	PAN-	Not Cataloged
ISS061-E-35598	20191108	39.7	-2.4			50	PAN-	Not Cataloged
ISS061-E-35599	20191108	39.7	-2.3			50	PAN-	Not Cataloged
ISS061-E-35600	20191108	39.7	-2.3			50	PAN-	Not Cataloged
ISS061-E-35601	20191108	39.8	-2.3			50	PAN-	Not Cataloged
ISS061-E-35602	20191108	39.8	-2.3			50	PAN-	Not Cataloged
ISS061-E-35603	20191108	39.8	-2.2			50	PAN-	Not Cataloged
ISS061-E-35604	20191108	39.8	-2.2			50	PAN-	Not Cataloged
ISS061-E-35605	20191108	39.8	-2.1			50	PAN-	Not Cataloged
ISS061-E-35606	20191108	39.8	-2.1			50	PAN-	Not Cataloged
ISS061-E-35607	20191108	39.9	-2.1			50	PAN-	Not Cataloged
ISS061-E-35608	20191108	39.9	-2.1			50	PAN-	Not Cataloged
ISS061-E-35609	20191108	39.9	-2.0			50	PAN-	Not Cataloged
ISS061-E-35610	20191108	39.9	-2.0			50	PAN-	Not Cataloged
ISS061-E-35611	20191108	40.0	-1.9			50	PAN-	Not Cataloged
ISS061-E-35612	20191108	40.0	-1.9			50	PAN-	Not Cataloged
ISS061-E-35613	20191108	40.0	-1.9			50	PAN-	Not Cataloged
ISS061-E-35614	20191108	40.0	-1.9			50	PAN-	Not Cataloged
ISS061-E-35615	20191108	40.0	-1.8			50	PAN-	Not Cataloged
ISS061-E-35616	20191108	40.0	-1.8			50	PAN-	Not Cataloged
ISS061-E-35617	20191108	40.1	-1.8			50	PAN-	Not Cataloged
ISS061-E-35618	20191108	40.1	-1.8			50	PAN-	Not Cataloged
ISS061-E-35619	20191108	40.1	-1.7			50	PAN-	Not Cataloged
ISS061-E-35620	20191108	40.1	-1.7			50	PAN-	Not Cataloged
ISS061-E-35621	20191108	40.2	-1.6			50	PAN-	Not Cataloged
ISS061-E-35622	20191108	40.2	-1.6			50	PAN-	Not Cataloged
ISS061-E-35623	20191108	40.2	-1.6			50	PAN-	Not Cataloged
ISS061-E-35624	20191108	40.2	-1.6			50	PAN-	Not Cataloged
ISS061-E-35625	20191108	40.2	-1.5			50	PAN-	Not Cataloged
ISS061-E-35626	20191108	40.2	-1.5			50	PAN-	Not Cataloged
ISS061-E-35627	20191108	40.3	-1.4			50	PAN-	Not Cataloged
ISS061-E-35628	20191108	40.3	-1.4			50	PAN-	Not Cataloged
ISS061-E-35629	20191108	40.3	-1.4			50	PAN-	Not Cataloged
ISS061-E-35630	20191108	40.3	-1.4			50	PAN-	Not Cataloged
ISS061-E-35631	20191108	40.3	-1.3			50	PAN-	Not Cataloged
ISS061-E-35632	20191108	40.3	-1.3			50	PAN-	Not Cataloged
ISS061-E-35633	20191108	40.4	-1.2			50	PAN-	Not Cataloged
